itemid,shopid,productname,image,currency,stock,status,sold,historical_sold,liked_count,view_count,catid,cmt_count,flag,cb_option,item_status,price,price_before_discount,show_discount,raw_discount,discount,tier_variations,tier_variations_type,tier_variations_count,rating_avg,rating_total,rating_count,rating_count_with_context,rating_count_with_image,item_type,is_on_flash_sale,show_free_shipping,shopee_verified,product_url,snapshot_date,row_id
6125794615,53452181,"Robot hút bụi Xiaomi Vacuum Mop SKV4093GL - Hàng chính hãng",29a2c8f2626b66d0b94a307f6de64570,VND,4,1,3,88,186,2573,100010,39,268959746,0,normal,609000000000,749000000000,19,19,19%,,,1,4.871794871794871,39,"39, 0, 1, 1, 0, 37",17,10,0,0,1,0,https://shopee.vn/Robot-hút-bụi-Xiaomi-Vacuum-Mop-SKV4093GL---Hàng-chính-hãng-i.53452181.6125794615,2021-08-16,3013
9754801058,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Camera IP Mi Home 360 Độ 2K Xiaomi, Trắng (BHR4457GL) - Hàng Chính Hãng",e49c9ab00b2b512010e7978c2292ea16,VND,33,1,10,61,63,2999,100635,21,268435458,0,normal,107900000000,140000000000,23,23,23%,,,1,4.523809523809524,21,"21, 1, 1, 1, 1, 17",14,11,0,0,1,0,"https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Camera-IP-Mi-Home-360-Độ-2K-Xiaomi,-Trắng-(BHR4457GL)---Hàng-Chính-Hãng-i.53452181.9754801058",2021-08-16,3014
8910955015,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Pin sạc dự phòng Xiaomi 10000mAh Wireless Essential/ Trắng (White) (VXN4294GL)",91e0eb642daca960f50395ed2ee3245f,VND,2,1,0,22,75,1403,100013,11,268435458,0,normal,66500000000,69000000000,4,4,4%,,,1,4.818181818181818,11,"11, 0, 0, 0, 2, 9",3,1,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Pin-sạc-dự-phòng-Xiaomi-10000mAh-Wireless-Essential/-Trắng-(White)-(VXN4294GL)-i.53452181.8910955015,2021-08-16,3015
6655311826,53452181,"Sạc Không Dây Xiaomi Mi Wireless Charging Pad 10W (Global Version) - Hàng Chính Hãng",b31facb0acfa4a37c593a01f74bb3cf9,VND,12,1,3,17,77,2398,100013,6,268435456,0,normal,33900000000,39000000000,13,13,13%,,,1,5,6,"6, 0, 0, 0, 0, 6",2,2,0,0,0,0,https://shopee.vn/Sạc-Không-Dây-Xiaomi-Mi-Wireless-Charging-Pad-10W-(Global-Version)---Hàng-Chính-Hãng-i.53452181.6655311826,2021-08-16,3016
11913337230,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Tai nghe Xiaomi True Wireless Earbuds Basic 2",6a3d7b294289603d4d684eb50fc0a4b8,VND,65,1,9,18,43,5951,100535,9,268435458,0,normal,49000000000,69000000000,29,29,29%,,,1,4.444444444444445,9,"9, 1, 0, 0, 1, 7",4,3,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Tai-nghe-Xiaomi-True-Wireless-Earbuds-Basic-2-i.53452181.11913337230,2021-08-16,3017
6891184607,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Camera Hành Trình Xiaomi Mi Dash Cam 1S - Hàng chính hãng .",995878f93c6a3139c5e84e564ccbdfc7,VND,102,1,1,4,55,4950,100640,3,268435458,0,normal,133900000000,199000000000,33,33,33%,,,1,5,3,"3, 0, 0, 0, 0, 3",0,0,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Camera-Hành-Trình-Xiaomi-Mi-Dash-Cam-1S---Hàng-chính-hãng-.-i.53452181.6891184607,2021-08-16,3018
11703888714,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Bộ Phát Wifi Xiaomi Router 4A Giga Version, Trắng (DVB4224GL) - Hàng Chính Hãng",50f041702eaef6cd4db35c1754518a6c,VND,71,1,1,6,20,748,100644,3,268435458,0,normal,63900000000,79000000000,19,19,19%,,,1,5,3,"3, 0, 0, 0, 0, 3",0,0,0,0,1,0,"https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Bộ-Phát-Wifi-Xiaomi-Router-4A-Giga-Version,-Trắng-(DVB4224GL)---Hàng-Chính-Hãng-i.53452181.11703888714",2021-08-16,3019
2963464221,53452181,"Sạc Không Dây (Wireless Charger) Mi 20W Wireless Charging Stand / Black (Đen - GDS4145GL)",34f106f0b16a7ac50dab37bc2e5b1157,VND,16,1,4,10,41,2339,100013,3,268435458,0,normal,42900000000,49000000000,12,12,12%,,,1,5,3,"3, 0, 0, 0, 0, 3",2,1,0,0,1,0,https://shopee.vn/Sạc-Không-Dây-(Wireless-Charger)-Mi-20W-Wireless-Charging-Stand-/-Black-(Đen---GDS4145GL)-i.53452181.2963464221,2021-08-16,3020
9462227072,53452181,"Thiết Bị Đo Nhiệt Độ Và Độ Ẩm Xiaomi Mi Temperature And Humidity Monitor 2 (NUN4126GL)",1c44386ecb070d9809a4ee786d7ad1d0,VND,21,1,2,14,31,1616,100636,9,268435458,0,normal,16600000000,19000000000,13,13,13%,,,1,3.4444444444444446,9,"9, 2, 1, 1, 1, 4",6,3,0,0,1,0,https://shopee.vn/Thiết-Bị-Đo-Nhiệt-Độ-Và-Độ-Ẩm-Xiaomi-Mi-Temperature-And-Humidity-Monitor-2-(NUN4126GL)-i.53452181.9462227072,2021-08-16,3021
7654763931,53452181,"[Mã ELMALL1TR giảm 5% đơn 3TR] Robot Hút Bụi Mi Robot Vacuum-Mop Essential",eb1ac687c9fdfdaac642fe8b895c507e,VND,21,1,0,27,136,1288,100010,10,268959744,0,normal,499000000000,599000000000,17,17,17%,,,1,4.2,10,"10, 2, 0, 0, 0, 8",5,3,0,0,0,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Robot-Hút-Bụi-Mi-Robot-Vacuum-Mop-Essential-i.53452181.7654763931,2021-08-16,3022
7090658414,53452181,"Dây Cáp Xiaomi  Type-C To Lightning 1M (BHR4421GL)",19b9ad8a016515bc32f34e86740fe033,VND,45,1,2,4,16,1126,100013,1,268435458,0,normal,22900000000,29000000000,21,21,21%,,,1,5,1,"1, 0, 0, 0, 0, 1",0,0,0,0,1,0,https://shopee.vn/Dây-Cáp-Xiaomi--Type-C-To-Lightning-1M-(BHR4421GL)-i.53452181.7090658414,2021-08-16,3023
9740888575,53452181,"Máy Lọc Không Khí Xiaomi Mi Air Purifier Pro H",34a45bda4efe597647c1b5171215650d,VND,1,1,0,3,23,689,100010,1,268959744,0,normal,899000000000,0,0,0,NULL,,,1,5,1,"1, 0, 0, 0, 0, 1",0,0,0,0,0,0,https://shopee.vn/Máy-Lọc-Không-Khí-Xiaomi-Mi-Air-Purifier-Pro-H-i.53452181.9740888575,2021-08-16,3024
10903890409,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Router Wifi 6 Xiaomi AX1800 (DVB4258GL) - Hàng Chính Hãng",01b4908ba3ad9423121efe85a83f065f,VND,24,1,2,3,22,920,100644,0,268435458,0,normal,119900000000,149000000000,20,20,20%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Router-Wifi-6-Xiaomi-AX1800-(DVB4258GL)---Hàng-Chính-Hãng-i.53452181.10903890409,2021-08-16,3025
8840893153,53452181,"Máy Hút Bụi Xiaomi Vacuum Cleaner Mini",8a00b58ab27e1780349994aea77ace62,VND,6,1,1,3,45,2357,100010,0,268435458,0,normal,119000000000,149000000000,20,20,20%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Máy-Hút-Bụi-Xiaomi-Vacuum-Cleaner-Mini-i.53452181.8840893153,2021-08-16,3026
2963437093,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] BƠM CẦM TAY ĐA NĂNG XE HƠI MI PORTABLE ELECTRIC AIR COMPRESSOR - HÀNG CHÍNH HÃNG",a6d339ff12a2b6b7bd776d931121577a,VND,13,1,1,3,21,1597,100640,0,268435456,0,normal,83900000000,109000000000,23,23,23%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-BƠM-CẦM-TAY-ĐA-NĂNG-XE-HƠI-MI-PORTABLE-ELECTRIC-AIR-COMPRESSOR---HÀNG-CHÍNH-HÃNG-i.53452181.2963437093,2021-08-16,3027
11308490000,53452181,"Sạc Điện (Car USB Charger) Mi 37W Dual-Port Car Charger / Black (Đen - GDS4147GL)",7bd23d6582060539c4f9d9a586394cb9,VND,27,1,0,3,2,280,100640,0,268435458,0,normal,23900000000,29000000000,18,18,18%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/Sạc-Điện-(Car-USB-Charger)-Mi-37W-Dual-Port-Car-Charger-/-Black-(Đen---GDS4147GL)-i.53452181.11308490000,2021-08-16,3028
10708488096,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] ĐẦU SẠC (ADAPTER) XIAOMI MI 65W FAST CHARGER WITH GAN TECH EU /WHITE (TRẮNG)",e20440608fcd4c6adf9185e6a87fb175,VND,20,1,0,0,6,1317,100013,0,268435458,0,normal,75900000000,89000000000,15,15,15%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-ĐẦU-SẠC-(ADAPTER)-XIAOMI-MI-65W-FAST-CHARGER-WITH-GAN-TECH-EU-/WHITE-(TRẮNG)-i.53452181.10708488096,2021-08-16,3029
8862219069,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] SẠC ĐIỆN (CAR CHARGER) XIAOMI MI 20W WIRELESS(GDS4127GL)",ad90042f4b280832a41c8f7cdf75222a,VND,14,1,0,0,5,653,100013,0,268435458,0,normal,82900000000,99000000000,16,16,16%,,,1,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-SẠC-ĐIỆN-(CAR-CHARGER)-XIAOMI-MI-20W-WIRELESS(GDS4127GL)-i.53452181.8862219069,2021-08-16,3030
7920741913,230954155,"Xe máy điện VinFast Ludo",c71e0a97e0236c7ca7f1350ebad34f47,VND,1000,1,0,68,226,1757,100641,23,524288,0,normal,1290000000000,0,0,0,NULL,"Blue, Dark Blue, Grey, Red, White","Màu sắc",5,4.695652173913044,23,"23, 1, 1, 0, 0, 21",14,10,0,0,0,0,https://shopee.vn/Xe-máy-điện-VinFast-Ludo-i.230954155.7920741913,2021-08-16,7038
7920742618,230954155,"Xe máy điện VinFast Klara S - Tinh hoa thiết kế ý",adf1db7a58e09aa0a8a8827095e765c3,VND,2399,1,0,111,231,1825,100641,36,524288,0,normal,3990000000000,0,0,0,NULL,"Ghi xám, Đen mờ, Đỏ, Trắng, Ghi xám., Xám, Xanh, Đen bóng","Màu sắc",8,3.9722222222222223,36,"36, 7, 2, 0, 3, 24",21,12,0,0,0,0,https://shopee.vn/Xe-máy-điện-VinFast-Klara-S---Tinh-hoa-thiết-kế-ý-i.230954155.7920742618,2021-08-16,7039
5220740339,230954155,"Xe điện Vinfast Impes",13f47dcf9115a7d7666b7ea6b1f35650,VND,1000,1,0,40,198,1630,100641,18,524290,0,normal,1490000000000,0,0,0,NULL,"Blue, Dark Blue, Gray, Red, White","Màu sắc",5,4.588235294117647,17,"17, 1, 0, 1, 1, 14",10,5,0,0,1,0,https://shopee.vn/Xe-điện-Vinfast-Impes-i.230954155.5220740339,2021-08-16,7040
3568416045,230954155,"VinFast - Xe máy điện Klara S Xanh",61a350026e621df4c4bda5f9a08d0163,VND,599,1,0,7,27,2180,100641,5,524288,0,normal,3990000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin, Đã gồm 2 Pin","Sản phẩm",3,4.8,5,"5, 0, 0, 0, 1, 4",2,1,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Klara-S-Xanh-i.230954155.3568416045,2021-08-16,7041
6476963196,230954155,"Xe motor điện VinFast Feliz - Duyên dáng thanh lịch",a2aedc1f1178f59dc52bdcd2187500af,VND,377,1,0,23,109,1122,100639,11,524288,0,normal,2490000000000,0,0,0,NULL,"Đen, Đỏ, Trắng, Xanh Rêu","Màu sắc",4,3.6363636363636362,11,"11, 2, 2, 0, 1, 6",9,3,0,0,0,0,https://shopee.vn/Xe-motor-điện-VinFast-Feliz---Duyên-dáng-thanh-lịch-i.230954155.6476963196,2021-08-16,7042
6068317986,230954155,"VinFast - Xe máy điện Klara S Trắng",dfe9eb3bc397a1c09bda34901377a088,VND,598,1,0,6,37,632,100641,4,524288,0,normal,3990000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin, Đã gồm 2 Pin","Sản phẩm",3,4.5,4,"4, 0, 0, 1, 0, 3",2,3,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Klara-S-Trắng-i.230954155.6068317986,2021-08-16,7043
9602704528,230954155,"VinFast - Xe máy điện Impes Dark Blue",66f9f7d5f9866781102b9c86fed13091,VND,200,1,0,7,22,852,100641,4,524288,0,normal,1490000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,5,3,"3, 0, 0, 0, 0, 3",1,1,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Impes-Dark-Blue-i.230954155.9602704528,2021-08-16,7044
9902822885,230954155,"VinFast - Xe máy điện Klara S Xanh ngọc",d5799433c9703855de55d3168e3c605f,VND,298,1,0,2,26,404,100641,2,524288,0,normal,3990000000000,0,0,0,NULL,,,1,5,2,"2, 0, 0, 0, 0, 2",0,0,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Klara-S-Xanh-ngọc-i.230954155.9902822885,2021-08-16,7045
7068314584,230954155,"VinFast - Xe máy điện Impes Red",6a1357a8f75e74349acacd4418eaefaa,VND,200,1,1,2,6,1726,100641,1,524288,0,normal,1490000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,5,1,"1, 0, 0, 0, 0, 1",0,0,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Impes-Red-i.230954155.7068314584,2021-08-16,7046
7468442521,230954155,"VinFast - Xe máy điện Klara S Xanh Rêu",d3189631efd53f0189296742c31bc4bf,VND,294,1,0,6,21,484,100641,3,524288,0,normal,3990000000000,0,0,0,NULL,,,1,3.6666666666666665,3,"3, 1, 0, 0, 0, 2",2,2,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Klara-S-Xanh-Rêu-i.230954155.7468442521,2021-08-16,7047
3668415082,230954155,"VinFast - Xe máy điện Ludo Grey",009b9e522d5b7e747dac0a84ae9f86ae,VND,200,1,0,3,22,980,100641,1,524288,0,normal,1290000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,1,1,"1, 1, 0, 0, 0, 0",1,1,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Ludo-Grey-i.230954155.3668415082,2021-08-16,7048
4368319019,230954155,"VinFast - Xe máy điện Ludo Dark Blue",81f0627c57d69257a7f663cf6c4a0c89,VND,200,1,1,4,6,353,100641,0,524288,0,normal,1290000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Ludo-Dark-Blue-i.230954155.4368319019,2021-08-16,7049
7368305577,230954155,"VinFast - Xe máy điện Impes White",2dd2c071254057d8ec4394799471b073,VND,200,1,0,1,20,4078,100641,0,524288,0,normal,1490000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Impes-White-i.230954155.7368305577,2021-08-16,7050
6576992942,230954155,"Xe motor điện VinFast Theon - Trải nghiệm mạnh mẽ",d43ee70b8d602964f17c9724b2b36e38,VND,598,1,0,2,44,586,100641,0,524288,0,normal,6390000000000,0,0,0,NULL,"Bạc, Đen , Đỏ","Màu sắc",3,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/Xe-motor-điện-VinFast-Theon---Trải-nghiệm-mạnh-mẽ-i.230954155.6576992942,2021-08-16,7051
5668317561,230954155,"VinFast - Xe máy điện Ludo Red",6c470785a12290e03d9544c0133a24bc,VND,200,1,0,0,5,192,100641,0,524288,0,normal,1290000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Ludo-Red-i.230954155.5668317561,2021-08-16,7052
4568308812,230954155,"VinFast - Xe máy điện Ludo White",57fc1ce78af520cce0c2720e15556991,VND,200,1,0,0,13,1967,100641,0,524288,0,normal,1290000000000,0,0,0,NULL,"Chưa gồm Pin, Đã gồm 1 Pin","Sản phẩm",2,0,0,"0, 0, 0, 0, 0, 0",0,0,0,0,0,0,https://shopee.vn/VinFast---Xe-máy-điện-Ludo-White-i.230954155.4568308812,2021-08-16,7053
4317758666,53452181,"Pin Sạc Dự Phòng Xiaomi Redmi 10000mAh VXN4286GL - Hàng Chính Hãng",f0d7c3d43bc91e8c584408b0bd60efcd,VND,51,1,24,2850,888,6588,100013,1243,268435458,0,normal,23900000000,29900000000,20,20,20%,,,1,4.868061142397425,1243,"1243, 18, 9, 9, 47, 1160",611,494,0,0,1,0,https://shopee.vn/Pin-Sạc-Dự-Phòng-Xiaomi-Redmi-10000mAh-VXN4286GL---Hàng-Chính-Hãng-i.53452181.4317758666,2021-08-16,26585
6760604936,53452181,"Pin Sạc Dự Phòng Xiaomi Gen 3 Version 2019 Polymer 10000mAh Tích Hợp Cổng Type-C",fa6c9c7456c363c8e836e6cd84519d9f,VND,39,1,59,1041,431,8527,100013,448,268435458,0,normal,30700000000,49000000000,37,37,37%,"Đen Xanh, Bạc",Màu,2,4.848214285714286,448,"448, 11, 1, 6, 9, 421",235,194,0,0,1,0,https://shopee.vn/Pin-Sạc-Dự-Phòng-Xiaomi-Gen-3-Version-2019-Polymer-10000mAh-Tích-Hợp-Cổng-Type-C-i.53452181.6760604936,2021-08-16,26586
10214585155,53452181,"[Mã ELMALL1TR giảm 5% đơn 3TR] Điện Thoại Xiaomi POCO M3 64GB - Hàng Chính Hãng",b00ff4037cb1c50ff8a4ebaaaaefbef0,VND,228,1,664,1102,480,108307,100013,255,268959746,0,normal,379050000000,399000000000,5,5,5%,"Xanh , Đen, Vàng","Màu Sắc",3,4.921568627450981,255,"255, 2, 1, 0, 9, 243",118,86,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Điện-Thoại-Xiaomi-POCO-M3-64GB---Hàng-Chính-Hãng-i.53452181.10214585155,2021-08-16,26587
2121052372,53452181,"Máy Lọc Không Khí Xiaomi Mi Air Purifier Pro",911778718c3e3ac6c5b04e10e3e49e45,VND,5,1,0,386,620,1572,100010,139,268959744,0,normal,369900000000,489000000000,24,24,24%,,,1,4.719424460431655,139,"139, 7, 0, 3, 5, 124",60,45,0,0,0,0,https://shopee.vn/Máy-Lọc-Không-Khí-Xiaomi-Mi-Air-Purifier-Pro-i.53452181.2121052372,2021-08-16,26588
3516435008,53452181,"Máy lọc không khí Xiaomi 3H EUFJY4031GL - Chính hãng",0d5630bd65230c541969f8d80e773645,VND,10,1,2,197,410,727,100010,65,268959746,0,normal,359900000000,399900000000,10,10,10%,,,1,4.671875,64,"64, 3, 0, 2, 5, 54",34,26,0,0,1,0,https://shopee.vn/Máy-lọc-không-khí-Xiaomi-3H-EUFJY4031GL---Chính-hãng-i.53452181.3516435008,2021-08-16,26589
3967410810,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Pin sạc dự phòng Xiaomi Fast Charge Redmi 18W/20000MAH - Hàng Chính Hãng",8d2e4744da0dc7d7a5970a46d3ecbdfb,VND,70,1,57,194,163,7595,100013,95,268435458,0,normal,36900000000,49000000000,25,25,25%,"Màu Đen","Phân loại",1,4.947368421052632,95,"95, 0, 1, 0, 2, 92",46,40,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Pin-sạc-dự-phòng-Xiaomi-Fast-Charge-Redmi-18W/20000MAH---Hàng-Chính-Hãng-i.53452181.3967410810,2021-08-16,26590
9447070756,53452181,"[Mã ELMALL300K giảm 5% đơn 500K] Vòng Đeo Tay Thông Minh Mi Band 6",9d3c39e7a2f9470dcf951489955ab521,VND,16,1,23,126,206,12001,100013,55,268435458,0,normal,109000000000,129000000000,16,16,16%,,,1,4.8545454545454545,55,"55, 1, 1, 0, 1, 52",35,27,0,0,1,0,https://shopee.vn/[Mã-ELMALL300K-giảm-5%-đơn-500K]-Vòng-Đeo-Tay-Thông-Minh-Mi-Band-6-i.53452181.9447070756,2021-08-16,26591
7393062337,53452181,"[Mã ELMALL1TR giảm 5% đơn 3TR] Điện Thoại Xiaomi POCO M3 128GB - Hàng Chính Hãng",dc365b78268b886d66f467f5b168f785,VND,83,1,74,175,221,31652,100013,47,268959746,0,normal,426550000000,449000000000,5,5,5%,"Xanh, Đen, Vàng","Màu Sắc",3,4.829787234042553,47,"47, 1, 1, 0, 1, 44",27,22,0,0,1,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Điện-Thoại-Xiaomi-POCO-M3-128GB---Hàng-Chính-Hãng-i.53452181.7393062337,2021-08-16,26592
6863138901,53452181,"[Mã ELMALL1TR giảm 5% đơn 3TR] Robot hút bụi Xiaomi Vacuum Mop Pro SKV4109GL - Hàng chính hãng",3a76476b196e7840ee28e9354acefe84,VND,16,1,7,63,142,2332,100010,21,268959744,0,normal,799000000000,999000000000,20,20,20%,"SKV4110GL Màu Trắng, SKV4109GL Màu Đen",Màu,2,5,21,"21, 0, 0, 0, 0, 21",10,6,0,0,0,0,https://shopee.vn/[Mã-ELMALL1TR-giảm-5%-đơn-3TR]-Robot-hút-bụi-Xiaomi-Vacuum-Mop-Pro-SKV4109GL---Hàng-chính-hãng-i.53452181.6863138901,2021-08-16,26593
6125794615,53452181,"Robot hút bụi Xiaomi Vacuum Mop SKV4093GL - Hàng chính hãng",29a2c8f2626b66d0b94a307f6de64570,VND,4,1,3,88,186,2508,100010,39,268959746,0,normal,609000000000,749000000000,19,19,19%,,,1,4.871794871794871,39,"39, 0, 1, 1, 0, 37",17,10,0,0,1,0,https://shopee.vn/Robot-hút-bụi-Xiaomi-Vacuum-Mop-SKV4093GL---Hàng-chính-hãng-i.53452181.6125794615,2021-08-16,26594
9754801058,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Camera IP Mi Home 360 Độ 2K Xiaomi, Trắng (BHR4457GL) - Hàng Chính Hãng",e49c9ab00b2b512010e7978c2292ea16,VND,33,1,10,61,63,2965,100635,21,268435458,0,normal,107900000000,140000000000,23,23,23%,,,1,4.523809523809524,21,"21, 1, 1, 1, 1, 17",14,11,0,0,1,0,"https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Camera-IP-Mi-Home-360-Độ-2K-Xiaomi,-Trắng-(BHR4457GL)---Hàng-Chính-Hãng-i.53452181.9754801058",2021-08-16,26595
8910955015,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Pin sạc dự phòng Xiaomi 10000mAh Wireless Essential/ Trắng (White) (VXN4294GL)",91e0eb642daca960f50395ed2ee3245f,VND,2,1,0,22,75,1407,100013,11,268435458,0,normal,66500000000,69000000000,4,4,4%,,,1,4.818181818181818,11,"11, 0, 0, 0, 2, 9",3,1,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Pin-sạc-dự-phòng-Xiaomi-10000mAh-Wireless-Essential/-Trắng-(White)-(VXN4294GL)-i.53452181.8910955015,2021-08-16,26596
6655311826,53452181,"Sạc Không Dây Xiaomi Mi Wireless Charging Pad 10W (Global Version) - Hàng Chính Hãng",b31facb0acfa4a37c593a01f74bb3cf9,VND,12,1,3,17,78,2331,100013,6,268435456,0,normal,33900000000,39000000000,13,13,13%,,,1,5,6,"6, 0, 0, 0, 0, 6",2,2,0,0,0,0,https://shopee.vn/Sạc-Không-Dây-Xiaomi-Mi-Wireless-Charging-Pad-10W-(Global-Version)---Hàng-Chính-Hãng-i.53452181.6655311826,2021-08-16,26597
11913337230,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Tai nghe Xiaomi True Wireless Earbuds Basic 2",6a3d7b294289603d4d684eb50fc0a4b8,VND,65,1,9,18,43,5899,100535,9,268435458,0,normal,49000000000,69000000000,29,29,29%,,,1,4.444444444444445,9,"9, 1, 0, 0, 1, 7",4,3,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Tai-nghe-Xiaomi-True-Wireless-Earbuds-Basic-2-i.53452181.11913337230,2021-08-16,26598
6891184607,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Camera Hành Trình Xiaomi Mi Dash Cam 1S - Hàng chính hãng .",995878f93c6a3139c5e84e564ccbdfc7,VND,102,1,1,4,55,4783,100640,3,268435458,0,normal,133900000000,199000000000,33,33,33%,,,1,5,3,"3, 0, 0, 0, 0, 3",0,0,0,0,1,0,https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Camera-Hành-Trình-Xiaomi-Mi-Dash-Cam-1S---Hàng-chính-hãng-.-i.53452181.6891184607,2021-08-16,26599
11703888714,53452181,"[Mã 158ELSALE hoàn 7% xu đơn 300K] Bộ Phát Wifi Xiaomi Router 4A Giga Version, Trắng (DVB4224GL) - Hàng Chính Hãng",50f041702eaef6cd4db35c1754518a6c,VND,71,1,1,6,20,729,100644,3,268435458,0,normal,63900000000,79000000000,19,19,19%,,,1,5,3,"3, 0, 0, 0, 0, 3",0,0,0,0,1,0,"https://shopee.vn/[Mã-158ELSALE-hoàn-7%-xu-đơn-300K]-Bộ-Phát-Wifi-Xiaomi-Router-4A-Giga-Version,-Trắng-(DVB4224GL)---Hàng-Chính-Hãng-i.53452181.11703888714",2021-08-16,26600
2963464221,53452181,"Sạc Không Dây (Wireless Charger) Mi 20W Wireless Charging Stand / Black (Đen - GDS4145GL)",34f106f0b16a7ac50dab37bc2e5b1157,VND,16,1,4,10,41,2305,100013,3,268435458,0,normal,42900000000,49000000000,12,12,12%,,,1,5,3,"3, 0, 0, 0, 0, 3",2,1,0,0,1,0,https://shopee.vn/Sạc-Không-Dây-(Wireless-Charger)-Mi-20W-Wireless-Charging-Stand-/-Black-(Đen---GDS4145GL)-i.53452181.2963464221,2021-08-16,26601
9462227072,53452181,"Thiết Bị Đo Nhiệt Độ Và Độ Ẩm Xiaomi Mi Temperature And Humidity Monitor 2 (NUN4126GL)",1c44386ecb070d9809a4ee786d7ad1d0,VND,21,1,2,14,31,1577,100636,9,268435458,0,normal,16600000000,19000000000,13,13,13%,,,1,3.4444444444444446,9,"9, 2, 1, 1, 1, 4",6,3,0,0,1,0,https://shopee.vn/Thiết-Bị-Đo-Nhiệt-Độ-Và-Độ-Ẩm-Xiaomi-Mi-Temperature-And-Humidity-Monitor-2-(NUN4126GL)-i.53452181.9462227072,2021-08-16,26602
